"Timestamp","When was the last time you watched a movie?","How often do you watch movies (In a Month)?","Most of the movies you wanted to watch was because of...","How often do you go to the Cinema?","What is your favorite movie?","Why would someone want to watch this movie?","What do you like most about your favorite movie?","What's the genre of your favorite movie?","Are there any movie genres that you think are underrated or underappreciated?","1 = Least Favorite
5 = Most Favorite [Action]","1 = Least Favorite
5 = Most Favorite [Adventure]","1 = Least Favorite
5 = Most Favorite [Comedy]","1 = Least Favorite
5 = Most Favorite [Drama]","1 = Least Favorite
5 = Most Favorite [Romance]","1 = Least Favorite
5 = Most Favorite [Horror]","1 = Least Favorite
5 = Most Favorite [Sci-fi or Fantasy]","1 = Least Favorite
5 = Most Favorite [Musical]","1 = Least Favorite
5 = Most Favorite [Family]","Do you usually research a new movie before watching it?","If Yes, Which of the following sources do you use?","Which form of Movie Advertising do you find most effective?","How often does a movie disappoint your expectations?","1 = Least Important
5 = Most Important [Cast]","1 = Least Important
5 = Most Important [Genre]","1 = Least Important
5 = Most Important [Director]","1 = Least Important
5 = Most Important [Studio]","1 = Least Important
5 = Most Important [Reviews]","1 = Least Important
5 = Most Important [Quality of Story]","Where do you usually watch movies","When do you usually decide which movie you are going to see?","Most of the movies you wanted to watch was because of...","When going to the Cinema, you usually go..","Who do you usually go to the cinema with?","What do you usually do if you arrive to the Cinema and your movie has been sold out?","Do the Seats and Snacks of the Cinema usually have an effect on how much you enjoy a movie?","Why do you prefer watching movies at home instead of going to the cinema?","What's the genre you prefer watching home?","What kind of setup do you have for watching movies at home? Do you have a special room or equipment?","Where do you usually watch movies home?","What's your favorite Streaming Platform? (Where do you usually download movies)","What is your Student ID?","What is your Age?","Are you a Student in FCDS?","If Yes, What's your major (Department)?","If No, What's your college major?","Please select your Gender.","Please let us know if you have any comments or suggestions on how we can improve this survey.","","","","","","","","","","","","","","","",""
"2023/04/25 1:50:02 AM GMT+2","Less than a week","Three or four times","Friends Recommendations","Once or Twice a year","Harry potter and the chamber of secrets","Because it contains most of the qualities that makes you enjoy a show and its good to watch with a family","Quality of Story","Sci-fi or Fantasy;Family","Not really I think all genres have their accurate index for appreciation ","4","5","4","4","4","3","5","2","3","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","3","4","2","2","5","4","Home","","","","","","","I have more control over the movie and I am more comfortable ","Action;Adventure;Comedy;Drama;Romance;Sci-fi or Fantasy;Family","I set my tv connected to my pc using an hdmi cable to show the movies I have downloaded or open a streaming platform like Netflix","On TV","Netflix","2206132","18 or younger","Yes","Cyber Security","","Male","","","","","","","","","","","","","","","","",""
"2023/04/25 2:13:29 AM GMT+2","Less than a week","More than four times","Social Media (Viral Videos)","Once or Twice a year","Aladdin","The graphics are great","Genre","Adventure;Comedy;Drama;Romance;Horror;Musical;Family","Family","3","5","5","4","2","5","2","5","5","Yes","Internet Sites;Critical Reviews;TV Entertainment Programs","Viral Videos","Sometimes","5","5","2","4","5","5","Home","","","","","","","It's affordable","Action;Adventure;Comedy;Drama;Romance;Horror;Sci-fi or Fantasy;Musical;Family","No ","On TV","Stremio","","20","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/25 3:45:41 AM GMT+2","Less than a week","Three or four times","Social Media (Viral Videos)","Once or Twice a year","الباب المفتوح","Because Because it expresses a range of issues and ethics ","Quality of Story","Action;Adventure;Comedy;Drama;Romance;Family","No","3","4","5","5","5","1","3","1","5","Yes","Internet Sites;Critical Reviews;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","5","2","1","4","5","Home","","","","","","","Because it is something available at any time I want to watch ","Action;Adventure;Comedy;Drama;Romance;Sci-fi or Fantasy;Family","No , I watch in my lab or tab or phone at any room with some sweets","Downloaded from the Internet","Egybest","20221442691","20","Yes","Data Science (General)","","Female","No , it is beautiful ","","","","","","","","","","","","","","","",""
"2023/04/25 4:43:14 AM GMT+2","This month","Once or twice","Social Media (Viral Videos)","Once or Twice a year","Léon: The Professional","it's one of the best 100 movies of all time (According to IMDB)
it has a good plot and it's very emotional 
it also has a nice soundtrack ","Quality of Story","Action;Drama;Family;biography ","biography and documentaries ","5","4","4","5","4","3","3","2","5","Yes","Internet Sites;Critical Reviews;Friends' Opinions (who already watched it);","Viral Videos","Usually","5","4","5","3","5","5","Home","","","","","","","Because it's much easier 
 for example I can pause the movie whenever I want","Action;Drama","I usually use my laptop on my bed , in a dark room","Downloaded from the Internet","Egybest :(  ","22010328","19","Yes","Data Science (General)","","Male","Good luck guys❤","","","","","","","","","","","","","","","",""
"2023/04/25 9:26:20 AM GMT+2","Less than a week","Once or twice","Social Media (Viral Videos)","Once a month","It's dependent of type of moves but however may be deadbool","The comedi in the movie and the action and breaking the fourth wall ","Acting","Action;Comedy","I don't remember things now","4","4","5","3","2","2","4","1","4","Sometimes","Internet Sites","Internet Sites (including Facebook 'fan' pages)","Usually","2","4","2","3","4","4","Home","","","","","","","More comfortable","Action;Comedy;Sci-fi or Fantasy","Nop","Downloaded from the Internet","Egybest😁😂","","20","Yes","Data Science (General)","","Male","In the bart of ranking make smaller because rank 5 was unsee","","","","","","","","","","","","","","","",""
"2023/04/25 11:44:26 AM GMT+2","I don't watch movies often","Less than once","Trailers","Once or Twice a year","N/A","N/A","Genre","Action;Comedy","N/A","3","2","4","1","1","2","3","1","2","Yes","Internet Sites;Critical Reviews","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","2","5","1","1","4","4","Home","","","","","","","Saving time and money.","Action;Comedy","N/A","Downloaded from the Internet","Not specified ","11","19","No","","Engineering ","Male","I didn’t include my student ID. 
Hope you achieve the best results.
Asking about favorite movie is a confusing question, I think it is not necessary as there are other questions in your survey that will give you better survey results.

Thanks in advance.","","","","","","","","","","","","","","","",""
"2023/04/25 11:48:46 AM GMT+2","Less than a week","Three or four times","Social Media (Viral Videos)","Once or Twice a year","Little Women (2019)","It's entertaining ","Directing","Period drama ","Musicals","2","3","3","4","4","1","3","3","4","Yes","Internet Sites;TV Entertainment Programs;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","3","1","4","3","2","4","Home","","","","","","","It's more fun and comfortable ","Comedy;Drama;Romance","No just on my laptop ","Downloaded from the Internet","Myflixer","22012148","18 or younger","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/25 11:58:51 AM GMT+2","Less than a week","Less than once","My mood","I don't go to the Cinema","Fast and furious ","Because this film is exciting and fun","Acting","Action;Adventure;Horror","I think no","5","5","4","3","4","5","3","3","3","Sometimes","Internet Sites","Viral Videos","Sometimes","5","5","5","5","5","5","Home","","","","","","","i love my home","Action;Adventure;Horror","my TV","On TV","mbc2","23004","19","No","Business","Navigation Sciences and Space Technology","Male","","","","","","","","","","","","","","","","",""
"2023/04/25 12:03:49 PM GMT+2","I don't watch movies often","Less than once","Trailers","Once or Twice a year","Five feet apart","It's incredible and too realistic ","Quality of Story","Drama;Romance","No","1","4","5","4","5","1","5","5","3","Yes","Internet Sites;Critical Reviews;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Never","3","5","1","1","5","5","Home","","","","","","","I don't prefer it I am just too lazy to go to the cinema","Adventure;Comedy;Drama;Romance;Sci-fi or Fantasy;Musical;Family","No","Downloaded from the Internet","","20201378920","21","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/25 12:16:10 PM GMT+2","Less than a week","Once or twice","Social Media (Viral Videos)","Once a month","Inception ","who love fantasy ","Genre","Action;Adventure;Drama","Idk","5","5","3","5","4","2","4","2","3","Sometimes","Internet Sites","Internet Sites (including Facebook 'fan' pages)","Sometimes","4","3","5","5","3","4","Home","","","","","","","more comfortable ","Action;Drama;Sci-fi or Fantasy"," laptop , no","Downloaded from the Internet","Netflix ","","21","No","","","Female","","","","","","","","","","","","","","","","",""
"2023/04/25 1:23:27 PM GMT+2","Less than a week","Once or twice","Social Media (Viral Videos)","Once or Twice a year","Inception ","Mind blowing ","Quality of Story","Sci-fi or Fantasy","Fantasy","3","4","4","4","2","2","5","5","2","Yes","Internet Sites","Internet Sites (including Facebook 'fan' pages)","Sometimes","4","1","5","2","2","3","Home","","","","","","","I like that kind of entertainment with being alone","Sci-fi or Fantasy","Just nothing only me and my phone/TV/Laptop ","Downloaded from the Internet","Cimaclub","","19","No","","Navigation science and space technology ","Female","","","","","","","","","","","","","","","","",""
"2023/04/25 3:57:24 PM GMT+2","This month","Three or four times","Social Media (Viral Videos)","Once or Twice a year","Les Misérables","Although it's a musical , but it's full of emotions and has perfect casting that you wouldn't mind it being so","Acting","Action;Adventure;Drama;Sci-fi or Fantasy","no","5","5","2","4","2","3","5","1","2","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Viral Videos","Sometimes","4","5","3","1","1","5","Home","","","","","","","Because , I'm lazy and it's more comfortable that way.","Action;Adventure;Drama;Horror;Sci-fi or Fantasy","my laptop","Downloaded from the Internet","pass","20221454741","19","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/25 5:17:59 PM GMT+2","This month","Once or twice","Trailers","I don't go to the Cinema","It","For fun","Quality of Story","Adventure;Comedy;Romance;Horror","Historical movies ","2","4","5","1","4","5","1","1","2","Yes","Internet Sites;Critical Reviews","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","5","5","1","4","4","5","Home","","","","","","","To Save the time","Comedy;Horror","I watch movies on my phone or tablet and usually watch them in my room. ","Downloaded from the Internet","shahid- Telegram channels -   different websites on Google search ","","20","No","","Faculty of arts ","Female","","","","","","","","","","","","","","","","",""
"2023/04/25 5:40:13 PM GMT+2","Less than a week","Once or twice","Social Media (Viral Videos)","Once or Twice a year","Before we go","It shows whether you must let go or hold on to something or someone despite your feelings or your needs, like making only the right decesion. ","Genre","Comedy;Drama;Romance;Sci-fi or Fantasy","Historical","2","3","3","3","3","3","3","2","1","Yes","Internet Sites;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","5","5","1","1","5","5","Home","","","","","","","Jusy more comfy","Adventure;Comedy;Drama;Romance;Horror;Sci-fi or Fantasy","Labtop","Downloaded from the Internet","Livecima4u","2103159","21","Yes","Intelligent Systems","","Female","","","","","","","","","","","","","","","","",""
"2023/04/25 8:08:05 PM GMT+2","Less than a week","Once or twice","Social Media (Viral Videos)","Once or Twice a year","interstellar","It's exciting to watch ","Quality of Story","Action;Adventure;Drama;Sci-fi or Fantasy;Family","Sci-fi ","3","4","3","2","1","3","4","1","3","Yes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","4","4","2","2","3","4","Home","","","","","","","Not restricted to a Time plan ","Adventure;Comedy;Romance;Horror;Sci-fi or Fantasy;Family","On my phone or TV ","Downloaded from the Internet","Netflix ","20201444610","21","Yes","Data Science (General)","","Male","The question order not the best ","","","","","","","","","","","","","","","",""
"2023/04/25 8:14:39 PM GMT+2","Last Month","Once or twice","Social Media (Viral Videos)","More than once a month","Pursuit of happiness ","Give me a hope ","Quality of Story","Adventure;Sci-fi or Fantasy;Family","Drama ","1","3","3","3","2","1","4","1","4","Yes","Internet Sites;TV Entertainment Programs","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","5","2","2","4","5","Home","","","","","","","Comfort zone","Drama;Sci-fi or Fantasy","Laptop and headset","Downloaded from the Internet","Egybest","20201444709","21","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/25 8:18:16 PM GMT+2","I don't watch movies often","Less than once","Friends Recommendations","I don't go to the Cinema","English story movies with goal","To benefit from the goal of the movies","Quality of Story","Adventure;Comedy;Family","May be some romantic movies","3","5","5","3","1","2","1","3","5","Yes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","5","5","5","5","5","Home","","","","","","","More comfortable ","Adventure;Comedy;Family","No ","Downloaded from the Internet","Egypest ","","22","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/25 8:19:31 PM GMT+2","Less than a week","More than four times","Friends Recommendations","I don't go to the Cinema","PI (1998)","it's a masterpiece directed by Aronofsky, beautiful yet horrifically rich.","Directing","Drama;Romance;Sci-fi or Fantasy","Drama","1","2","3","5","4","1","4","1","1","Yes","Internet Sites;Critical Reviews;Friends' Opinions (who already watched it)","Viral Videos","Sometimes","2","3","5","1","3","5","Home","","","","","","","more comfy, less expensive","Drama;Romance;Sci-fi or Fantasy","no setup, just my pc and I","Downloaded from the Internet","the pirate bay","20201474201","21","Yes","Data Science (General)","","Male","good work","","","","","","","","","","","","","","","",""
"2023/04/25 8:25:18 PM GMT+2","Less than a week","Once or twice","Friends Recommendations","Once or Twice a year","Watchmen","it is great the plot is magnificent and the filmographic was on point and my favorite one the philosophical dilemma it represent.","Quality of Story","Action;Sci-fi or Fantasy;comic book","Comedy","5","5","5","3","2","4","4","1","3","Yes","Internet Sites;Critical Reviews;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Usually","3","5","5","4","4","5","Home","","","","","","","money and no cinema where i am at and home is more comfortable. ","Action;Adventure;Comedy;Horror;Sci-fi or Fantasy;Family","no","Downloaded from the Internet","egybest","20201010819","20","Yes","Data Science (General)","","Male","we normally download for pirate websites because we are poor so that question was little on the nose ","","","","","","","","","","","","","","","",""
"2023/04/25 8:36:36 PM GMT+2","Less than a week","Once or twice","Friends Recommendations","I don't go to the Cinema","Yeh Jawaani Hai Deewani","To have fun ","Quality of Story","Action;Comedy;Romance","No","4","3","4","1","4","1","2","3","5","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Viral Videos","Sometimes","4","4","5","3","4","5","Home","","","","","","","Because I love to be alone","Action;Comedy;Romance;Family","No ","Downloaded from the Internet","From weciima website","2020","21","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/25 8:39:19 PM GMT+2","This month","Once or twice","Social Media (Viral Videos)","I don't go to the Cinema","pride and prejudice ","Jane Austin  is a genius author  ","Quality of Story","Drama;Romance","No ","1","2","2","3","3","2","3","1","3","Yes","Internet Sites","Viral Videos","Usually","3","5","5","4","1","4","Home","","","","","","","I love spending time alone cozy in my bed ","Drama;Romance","no i don't ","Downloaded from the Internet","No thing in particular ","","21","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/25 9:14:04 PM GMT+2","Last Month","Once or twice","Social Media (Viral Videos)","I don't go to the Cinema","افلام الخيال العلمى","..","Quality of Story","Action;Adventure;Comedy;Drama;Romance;Family",".","1","3","3","2","1","2","1","2","3","Yes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","1","2","2","2","2","3","Home","","","","","","","توفير وقت ","Action;Adventure;Comedy;Drama;Romance;Family","No","Downloaded from the Internet","Cimaclubs","","20","Yes","Data Science (General)","","Female","B","","","","","","","","","","","","","","","",""
"2023/04/25 10:33:03 PM GMT+2","Last Month","Once or twice","Friends Recommendations","Once or Twice a year","The Avengers","There are several reasons for every person, for example, someone who wants to take a break from something stressful, entertaining, or wasting time.","Quality of Story","Action;Adventure;Comedy;Drama;Romance;Horror;Sci-fi or Fantasy","One genre that is often overlooked is the independent film genre. Independent films are often made with a smaller budget and may not receive the same level of promotion or distribution as major Hollywood films. However, many independent films offer unique perspectives and storytelling that can be just as powerful and thought-provoking as big-budget films.
","4","3","3","3","4","4","5","2","2","Sometimes","Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","4","5","3","4","5","Home","","","","","","","Comfort at home","Drama;Romance;Sci-fi or Fantasy","My TV and my bed and turn off the light","Downloaded from the Internet","EgyBest 🫶","20201377368","22","Yes","Data Science (General)","","Male","No, this survey is good","","","","","","","","","","","","","","","",""
"2023/04/26 4:23:22 PM GMT+2","Less than a week","Three or four times","Friends Recommendations","Once or Twice a year","Kal Ho Naa Ho","its story is very effective","Acting","Drama;Romance;Musical","No","3","2","5","4","4","3","4","3","4","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","4","3","2","2","5","4","Home","","","","","","","less of cost
do not waste time
home is more comfortable ","Comedy;Drama;Family","my laptop only","Downloaded from the Internet","egybest","20201496805","20","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/27 12:04:02 PM GMT+2","Less than a week","Once or twice","Trailers","I don't go to the Cinema","Avengers Endgame","The marvel cinematic universe is very immersive","Acting","Action;Comedy;Sci-fi or Fantasy","Horror","5","4","4","1","2","5","4","3","3","Sometimes","Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","2","5","2","4","2","4","Home","","","","","","","The comfort of my home is better ","Action;Adventure;Comedy;Horror;Sci-fi or Fantasy;Family","Just a screen with built in speakers, no special setup","Downloaded from the Internet","","","21","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/27 8:10:35 PM GMT+2","Less than a week","Three or four times","Social Media (Viral Videos)","Once or Twice a year","Maze runner ","Action/ interesting one ","Directing","Action","Fiction movies ","4","5","3","3","4","5","3","1","3","Sometimes","Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","3","1","1","5","4","Home","","","","","","","Skip unnecessary scenes, more comfy ","Drama;Romance;Family"," Smart television , room ","Downloaded from the Internet","any available site ","20221445288","20","Yes","Data Science (General)","-","Female","Good work bgd masha'allah🩷","","","","","","","","","","","","","","","",""
"2023/04/27 8:31:50 PM GMT+2","Less than a week","Once or twice","Internet Sites","Once or Twice a year","13","Its so exciting","Acting","Action;Adventure;Drama;Romance","Most of DC movies","5","4","2","4","3","4","3","1","1","Sometimes","Internet Sites;Critical Reviews","Internet Sites (including Facebook 'fan' pages)","Usually","3","5","2","1","3","4","Home","","","","","","","It easy to watch in home","Action;Adventure;Romance;Horror","No","Downloaded from the Internet","Net flex","20221375760","19","Yes","","","Male","This is a great survey","","","","","","","","","","","","","","","",""
"2023/04/27 8:35:24 PM GMT+2","Less than a week","Once or twice","Actors I know & cinematic universes that I follow ","Once or Twice a year","Avengers infinity war & Avengers Endgame (hard to decide)","Full of little details, nothing but a boring movie","Quality of Story","Action","Crime and thriller ","5","4","1","1","1","3","4","1","3","Yes","Internet Sites;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","5","2","3","3","5","Home","","","","","","","Mainly the convenience ","Action","No just a very humble 1080p just shy of 50"" tv and occasionally I watch on my laptop or my phone","Downloaded from the Internet","I think you mean piratcy website but usually my go-to is arabseed","2206163","18 or younger","Yes","Cyber Security","","Male","Questions directed at each genre of movies and specifying which culture of movies you are talking about like whether its worldwide english, Egyptian, Indian or Korean","","","","","","","","","","","","","","","",""
"2023/04/27 8:47:51 PM GMT+2","Less than a week","Once or twice","Trailers","I don't go to the Cinema","Mad Max .. 300 bc .. black hawk ","To get out of mode and free for his slef","Quality of Story","Action","No","5","4","2","2","2","3","4","2","1","Yes","Internet Sites","Internet Sites (including Facebook 'fan' pages)","Sometimes","4","4","3","4","5","4","Home","","","","","","","Because the cinema need many arrangements.. in home just take my phone and open the website ","Action","No in my office ","Downloaded from the Internet","Egybest-good please  you_🥺.. Netflix.. watch","20221377902","21","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/27 10:10:59 PM GMT+2","Less than a week","Once or twice","Friends Recommendations","I don't go to the Cinema","End game ","Interesting ","Quality of Story","Action;Comedy;Sci-fi or Fantasy;Musical","Musical ","3","3","3","2","1","1","4","4","3","Yes","Internet Sites;Critical Reviews;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","4","3","3","4","4","4","Home","","","","","","","More comfortable ","Comedy;Sci-fi or Fantasy;Musical;Family","Nothing ","Downloaded from the Internet","","","20","No","","","Female","","","","","","","","","","","","","","","","",""
"2023/04/27 11:18:45 PM GMT+2","This month","Once or twice","Social Media (Viral Videos)","Once or Twice a year","مفيش حاجه محدده .","...","Quality of Story","Action;Drama;Romance;Family","لا معنديش فكره ","3","3","4","2","5","2","5","5","5","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Usually","5","5","2","2","4","5","Home","","","","","","","لاني بفضل البيت و مش بخرج كتير","Comedy;Romance;Sci-fi or Fantasy;Musical;Family","لا معنديش غرفه محدده . بتفرج علي التلفون او في التلفزيون عادي ","Downloaded from the Internet","جوجل ( ماي سيما / شاهد فور يو / ايجي بست)","","19","No","","لسه مفيش تخصص","Female","لا مفيش استطلاع لطيف ","","","","","","","","","","","","","","","",""
"2023/04/28 1:40:29 AM GMT+3","Less than a week","Once or twice","Internet Sites","Once or Twice a year","Inception ","the act was fantastic and the direction was extremely fantastic ","Directing","Action;Adventure;Drama;Romance;Sci-fi or Fantasy","I don't think that","4","5","3","4","5","3","5","1","2","Yes","Internet Sites;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","3","4","1","1","5","Home","","","","","","","There is no cost in home ","Action;Adventure;Romance;Sci-fi or Fantasy;Family","No setup and. no room or equipment ","Downloaded from the Internet","Egybest","","20","Yes","Data Science (General)","","Male","Please ask about do you prefer watching movies alone or with someone? and who is this person?","","","","","","","","","","","","","","","",""
"2023/04/28 2:05:01 AM GMT+3","Less than a week","Three or four times","Trailers","I don't go to the Cinema","the green mile","It has a lot of feelings","Acting","Action;Adventure;Drama","Old classic movies","5","3","2","4","5","5","4","1","1","Yes","Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","2","5","5","5","5","Home","","","","","","","Home","Action;Adventure;Drama;Romance;Horror","I love watching movies in my room ","Downloaded from the Internet","Shahd4u","20221458503","20","Yes","Data Science (General)","","Male","كلو عالظبط ❤️❤️","","","","","","","","","","","","","","","",""
"2023/04/28 2:24:15 AM GMT+3","This month","Less than once","Trailers","Once or Twice a year","All parts of Fast and Furious ","Actually idk it depends on what kinds of movies s/he likes","Genre","Action;Thriller ","Yes sci fi is underappreciated ","5","5","1","1","1","1","4","1","1","Sometimes","Internet Sites","Print Advertising (Posters + Ads in Newspapers & Magazines)","Sometimes","5","5","2","5","5","5","Home","","","","","","","Feel more comfy ","Action;Adventure;Thriller ","No","Downloaded from the Internet","","","21","Yes","Data Science (General)","","Male","Its perfect and i liked how you manage the sequence of questions","","","","","","","","","","","","","","","",""
"2023/04/28 2:28:21 AM GMT+3","Less than a week","More than four times","Trailers","I don't go to the Cinema","من اجل زيكو ","بيغير المزاج ","Quality of Story","Comedy","واحد تاني ","1","2","3","2","1","1","3","2","3","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Usually","5","1","3","2","4","5","Home","","","","","","","at hoom , very comfortable ","Comedy","Yes, i have a special room to watching movies","On TV","Downloading by My computer ","","19","No","","Faculty of Arts - Alexandria university","Female","","","","","","","","","","","","","","","","",""
"2023/04/28 3:08:44 AM GMT+3","I don't watch movies often","Less than once","Loving a certain actor ","I don't go to the Cinema","Home alone ","It's funny and exciting ","Acting","Adventure;Comedy","Mystery ","3","5","5","5","5","3","5","2","3","Yes","Internet Sites","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","5","5","1","1","3","5","Home","","","","","","","It's more comfortable and make me to choose the most suitable time for me.","Adventure;Comedy;Drama;Romance;Sci-fi or Fantasy","Only watching ","Downloaded from the Internet","","320210159","20","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/28 11:39:09 AM GMT+3","Less than a week","Three or four times","Social Media (Viral Videos)","Once or Twice a year","I don't really have a favorite movie but i love The Amazing spiderman","The actors were awesome, the action and adventure..and because it's Andrew Garfield Duh!!😂❤","Acting","Action;Romance;Sci-fi or Fantasy","I think musical ones can be so cool but not all people like music so..🤷‍♀️","1","3","2","3","3","3","3","2","3","Yes","Internet Sites","Viral Videos","Sometimes","4","5","1","3","5","5","Home","","","","","","","I think i like being comfortable in my on bed watching and making comments in my own way without being judged from the people around me","Drama;Romance;Horror;Sci-fi or Fantasy","No, i don't","Downloaded from the Internet","That's a hard question, i don't have a specific site or platforms 🙁 and i would be glad if u recommend one💜","","19","No","","Agriculture science","Female","Glad that i could help and I think your survey was fun 💜","","","","","","","","","","","","","","","",""
"2023/04/28 5:09:37 PM GMT+3","This month","Once or twice","Social Media (Viral Videos)","Once or Twice a year","الشموع السوداء ","مش عارفه ","Quality of Story","Romance","الافلام القصيرة ","3","3","5","3","3","5","5","3","3","No","...","Internet Sites (including Facebook 'fan' pages)","Sometimes","2","4","1","1","1","4","Home","","","","","","","عشان اقعد تحت البطانية و أكل براحتى","Adventure;Comedy;Romance;Horror;Sci-fi or Fantasy","اللاب والسرير ","Downloaded from the Internet","جوجل ","19017228","23","No","","هندسة قسم مدنى قسم الأبطال ","Female",".....","","","","","","","","","","","","","","","",""
"2023/04/28 5:18:46 PM GMT+3","I don't watch movies often","Three or four times","Internet Sites","I don't go to the Cinema","نور عيني ","قصته حلوة ","Quality of Story","Romance","مش عارفه ","1","3","4","4","4","4","4","3","4","Sometimes","Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Never","2","4","1","1","4","4","Home","","","","","","","مبحبش انزل كتير","Romance","لا ","Downloaded from the Internet","Egybest ","21011037","21","No","",",هندسه مدني ","Female","حلو جدا ","","","","","","","","","","","","","","","",""
"2023/04/28 10:46:39 PM GMT+3","Less than a week","More than four times","Social Media (Viral Videos)","Once or Twice a year","Çukur ","Variety, drama, romantic, comedy and action","Genre","Action;Romance;Horror","Family underrated ","4","4","2","3","4","3","1","1","3","Sometimes","Internet Sites","Viral Videos","Usually","4","2","1","1","4","4","Home","","","","","","","Money and home any time i can watch","Action;Romance","No","Downloaded from the Internet","Google,telegram","25278299","20","No","","Allied science ","Female","Don’t repeat questions , reduce number of paged","","","","","","","","","","","","","","","",""
"2023/04/28 11:26:13 PM GMT+3","Less than a week","Three or four times","Friends Recommendations","I don't go to the Cinema","The maze runner","Because it is very interesting and amazing","Genre","Adventure","Fantasy","4","1","4","2","2","5","1","5","4","Sometimes","Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","3","1","5","5","2","2","Home","","","","","","","I don't like watching in a large number of people","Drama","On laptop ","Downloaded from the Internet","Egy best ","2313","18 or younger","No","","Navigation science and space technology ","Female","","","","","","","","","","","","","","","","",""
"2023/04/29 9:47:10 PM GMT+3","This month","Once or twice","Social Media (Viral Videos)","I don't go to the Cinema","Bucket list ","Good movie ","Quality of Story","Action;Adventure;Comedy;Horror","No","5","4","3","1","1","5","1","1","1","Sometimes","Internet Sites","Internet Sites (including Facebook 'fan' pages)","Sometimes","3","1","3","2","2","5","Home","","","","","","","Home sweet home ","Horror","No","Downloaded from the Internet","Egybest","","20","Yes","","","Male","","","","","","","","","","","","","","","","",""
"2023/04/30 1:56:08 AM GMT+3","Last Month","Less than once","Social Media (Viral Videos)","I don't go to the Cinema","Dilwale Dulhania Le Jayenge","To escape from his mind","Quality of Story","Comedy;Drama;Romance;Family","Yes","4","3","5","4","5","2","3","1","5","Sometimes","Friends' Opinions (who already watched it)","Viral Videos","Sometimes","5","4","4","2","4","5","Home","","","","","","","It's save time","Comedy;Drama;Romance;Family","Snacks, No at any room","Downloaded from the Internet","Egybest","20221462958","19","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
